92595	0.011831426
4572	0.012163626
64470	0.063597254
68958	0.034945153
8839	0.026756844
15106	0.010482467
28227	0.014170814
76977	0.036462836
87072	0.04634068
40428	0.07480241
88271	0.07480241
46501	0.16002862
83325	0.043545157
66548	0.04509687
20169	0.0375116
72567	0.024623604
15100	0.057466876
88834	0.024398217
43478	0.08890842
50283	0.04902774
54729	0.057466876
51280	0.015831849
5185	0.24634975
29181	0.047599122
36725	0.051100697
6332	0.01584107
43184	0.005672091
43492	0.015119548
78130	0.04188006
39970	0.05698255
26707	0.005672091
95747	0.005672091
32000	0.08467298
29563	0.049705755
1214	0.03193473
95532	0.014427403
30997	0.005672091
41483	0.012675311
91485	0.012839581
34268	0.012630449
68362	0.005748507
51303	0.005856867
23150	0.03983098
72173	0.06751968
78361	0.01747297
14681	0.053300437
54870	0.0067225085
78692	0.020882802
82177	0.08285166
91667	0.009340387
97707	0.042426277
33785	0.030544434
40002	0.095394045
68601	0.03172233
69208	0.09726451
20045	0.025730038
35513	0.059560735
32488	0.07926148
92264	0.010413885
97315	0.010413885
97138	0.02811758
56741	0.051606026
56468	0.023957308
30377	0.017447079
75689	0.010395803
5138	0.024553036
85578	0.02656548
55380	0.019914767
3580	0.02793069
10591	0.2139246
88829	0.068692036
70378	0.00826698
90	0.0975541
93750	0.005246404
65453	0.0038844435
61737	0.020747622
28911	0.0040683076
92138	0.031895984
10685	0.30823177
33571	0.005186312
49343	0.020406557
4517	0.0037379907
53438	0.009127958
99859	0.17089234
32053	0.029001342
16232	0.14849041
22891	0.0077918423
74363	0.030478537
94834	0.04254267
65943	0.004413188
13210	0.035012532
68229	0.007396692
48566	0.015910842
65898	0.09391629
30761	0.009659177
16577	0.15123995
2199	0.0031753413
48444	0.0053062043
6383	0.0069621303
25720	0.2931892
48748	0.15218076
32834	0.055652834
95341	0.06094565
11303	0.041811354
93680	0.068699025
75640	0.0202999
21824	0.0076287263
87863	0.018710952
91529	0.00955563
83492	0.0109927375
31268	0.005447203
29456	0.005904359
9701	0.007933628
65824	0.07207505
36430	0.007007046
79898	0.09358359
45378	0.0071287723
78550	0.052145474
36893	0.0058032833
75895	0.0038399948
88606	0.027374027
7950	0.0026846575
8	0.011465019
83536	0.016326424
12369	0.005275025
75596	0.0028075634
41788	0.0057862587
80986	0.055038646
13796	0.04805772
90765	0.20376953
33061	0.016558938
40589	0.10527432
48944	0.00670352
60974	0.29671946
25143	0.0073105977
49038	0.21796061
11531	0.004594616
69194	0.0058447937
96410	0.013880158
37292	0.032525696
11498	0.006400239
21027	0.03119327
43287	0.078614034
35842	0.0071050543
70508	0.014836464
58516	0.04039293
7429	0.0043216646
48060	0.049955856
76002	0.021768237
36240	0.053914316
82972	0.08907393
70829	0.06659207
77370	0.048982088
79159	0.03534084
99917	0.03852116
96415	0.0076446943
64747	0.15316907
59205	0.0023305193
42001	0.039119307
94042	0.0053064963
67719	0.007142475
36941	0.033920746
19611	0.043810535
53929	0.0021865894
64935	0.021716528
62928	0.032712914
44644	0.008261622
2165	0.03324839
2750	0.0029928787
35075	0.051482774
68184	0.063253246
92660	0.061222255
48242	0.037471022
41021	0.10496506
56158	0.7573477
36729	0.060782038
53368	0.083235264
16696	0.02543758
39160	0.012694487
57162	0.019074563
94709	0.044040587
99444	0.057696953
65067	0.029688878
76859	0.009680346
46875	0.008665133
82437	0.028610688
11550	0.020992387
69406	0.09049558
48770	0.19750123
77105	0.03847316
65668	0.0052864137
51565	0.06693161
12791	0.026842974
56302	0.11014009
10490	0.06816422
77007	0.0037179573
37917	0.08036111
60045	0.14365971
29380	0.06522483
73443	0.0358104
94660	0.014920844
71287	0.0044570398
31758	0.045235027
94922	0.036573786
28389	0.026503857
21535	0.095928326
35849	0.040924605
9438	0.0042114267
49102	0.0037044394
26352	0.009177646
90045	0.11508866
13997	0.0042491807
11701	0.02447926
3029	0.2802638
62771	0.002993596
96766	0.0036641716
38961	0.0034415985
66825	0.00587666
61841	0.00471791
96999	0.091072924
22004	0.00880345
89338	0.047173634
88454	0.063670516
61027	0.61358774
94073	0.003954085
28952	0.0063475114
76570	0.008508391
11870	0.017635506
666	0.0050838315
11447	0.028188013
68500	0.003998325
42725	0.015878068
2543	0.011376962
74224	0.0029867596
98754	0.006567447
39649	0.0025754194
49388	0.07887604
24189	0.027071256
28125	0.013536001
82672	0.030825157
4920	0.008907767
11279	0.080980584
55377	0.014112598
1578	0.017362602
28142	0.024868535
38316	0.058463875
84178	0.0033232362
82948	0.05313154
32878	0.025237732
97672	0.005681703
17401	0.016954979
40185	0.26995787
68573	0.048458435
33759	0.046382107
87859	0.19074526
35348	0.16977763
58823	0.020676546
10805	0.004803015
276	0.22996742
19071	0.008307658
69525	0.055400394
85647	0.0043836143
52284	0.0069050672
62370	0.22344367
50710	0.00796476
15052	0.072195254
33517	0.024989102
74276	0.0074631437
69046	0.004356097
57857	0.016790384
23401	0.066928245
36386	0.013441065
19019	0.012950799
93592	0.050073836
47237	0.06244386
99282	0.029265244
93754	0.09233631
72982	0.01987642
92702	0.042756747
47398	0.0649271
78479	0.04146846
53265	0.46963656
41455	0.005236223
97618	0.00505395
17163	0.019792952
57297	0.0026606394
87784	0.016852947
26658	0.004041416
4089	0.03516126
66227	0.04249219
88839	0.044120856
61795	0.0020832762
65485	0.0342617
21787	0.039991044
25219	0.0059116324
43685	0.0029393407
29039	0.03144541
36191	0.022748701
97459	0.27853855
98820	0.012803242
93251	0.0071419673
539	0.034919392
4435	0.055330887
40245	0.053739138
58111	0.03686707
9218	0.056703392
70372	0.049592417
67809	0.039321523
29922	0.036699798
48607	0.029996812
93044	0.10528793
57015	0.039070573
65894	0.022564469
63690	0.065309554
99644	0.02088742
40069	0.0046432475
319	0.100314446
80159	0.0484661
64501	0.35665336
74750	0.030805526
46675	0.05262387
52836	0.0054950067
13769	0.0036107309
47012	0.0050217314
89057	0.02950457
41132	0.0047363625
84414	0.014384626
38313	0.007382153
13734	0.024755696
94064	0.04308099
18380	0.043055627
73316	0.017376544
19126	0.013303586
93353	0.0037471913
54085	0.13939936
15633	0.056328665
3640	0.003130577
75967	0.005094508
11451	0.07049252
83560	0.5231356
8386	0.015566642
39943	0.05095431
49177	0.028582871
43971	0.0039776936
56085	0.003115983
72601	0.037612934
71492	0.026124459
71363	0.011821111
39632	0.052691326
29980	0.0040237773
26247	0.006002492
16685	0.005899256
13334	0.020392412
29338	0.0035663652
68455	0.031016666
87575	0.052836556
16255	0.06189092
12931	0.07150452
42811	0.005506171
76215	0.0099174995
16194	0.026614841
47558	0.017616557
2739	0.0027005186
48660	0.0044397004
68702	0.061108455
22538	0.009142015
652	0.002912786
16628	0.0049231644
74306	0.0045245774
56264	0.0041485815
49318	0.03353233
11349	0.10357853
17041	0.075447686
4003	0.020388152
88902	0.1452137
42643	0.006900341
78741	0.0031105874
19119	0.06709642
45282	0.0028675308
19055	0.06774866
13237	0.062728256
28302	0.059435427
5214	0.07697801
11175	0.017183827
80476	0.02922279
59155	0.070643745
79867	0.03940866
76397	0.33690563
29194	0.06855244
2350	0.005168476
82518	0.06915879
12354	0.010033008
31616	0.04649019
26793	0.09140859
93712	0.025684157
32115	0.01550383
66182	0.12696402
64872	0.0039666854
54450	0.0032948502
83588	0.027095769
91910	0.020294193
73777	0.010452255
66744	0.0058008377
6256	0.003492726
21478	0.032815013
58539	0.040184215
34128	0.130325
50510	0.06398618
88285	0.16499655
37567	0.0641655
64169	0.16237694
43508	0.052807093
49224	0.12843807
45538	0.037060093
63090	0.030684723
77075	0.013673159
75651	0.01078177
62381	0.006029666
90378	0.041723482
38222	0.015355692
50812	0.003985871
73139	0.045300726
15427	0.057009485
47404	0.006636776
87014	0.012745885
7387	0.05552863
63970	0.27369353
99470	0.004869811
1985	0.024122002
12991	0.003706117
22561	0.012254745
91395	0.054175053
84123	0.028270874
40465	0.008490733
83408	0.005052423
75483	0.007888748
53372	0.004245609
94564	0.006570278
14559	0.0029004717
87999	0.0042290464
33634	0.002707084
35638	0.007895984
11700	0.016555972
843	0.079024546
49735	0.052055247
30255	0.020470558
39146	0.009632515
33183	0.14206249
88537	0.011321432
35682	0.16747738
73510	0.02948965
